obs_start,obs_end,length,iteration,distribution
3156128,3156128,1,0,geom3
1008352,1008352,1,0,geom3
2402254,2402254,1,0,geom3
6619615,6619615,1,0,geom3
9457194,9457194,1,0,geom3
5993790,5993790,1,0,geom3
9312940,9312940,1,0,geom3
1707300,1707300,1,0,geom3
5772123,5772123,1,0,geom3
6966573,6966605,33,0,geom3
3845535,3845535,1,0,geom3
6024182,6024182,1,0,geom3
5600026,5600026,1,0,geom3
915362,915362,1,0,geom3
29035,29035,1,0,geom3
313113,313113,1,0,geom3
9965095,9965238,144,0,geom3
9756064,9756064,1,0,geom3
9420151,9420151,1,0,geom3
4268927,4268997,71,0,geom3
1403435,1403435,1,0,geom3
8917504,8917504,1,0,geom3
8349239,8349239,1,0,geom3
2344275,2344275,1,0,geom3
3324319,3324319,1,0,geom3
6581672,6581672,1,0,geom3
1005463,1005463,1,0,geom3
460535,460544,10,0,geom3
6324222,6324222,1,0,geom3
3052537,3052537,1,0,geom3
3711784,3711784,1,0,geom3
8225823,8225823,1,0,geom3
2887122,2887122,1,0,geom3
2699357,2699357,1,0,geom3
2765580,2765580,1,0,geom3
4563526,4563526,1,0,geom3
1320485,1320485,1,0,geom3
8771794,8771794,1,0,geom3
6550064,6550064,1,0,geom3
48702,48702,1,0,geom3
4955256,4955256,1,0,geom3
7249307,7249307,1,0,geom3
1243440,1243532,93,0,geom3
8939155,8939193,39,0,geom3
7546103,7546103,1,0,geom3
7505357,7505357,1,0,geom3
191805,191805,1,0,geom3
6995982,6995982,1,0,geom3
2320314,2320314,1,0,geom3
8221454,8221454,1,0,geom3
6153598,6153598,1,0,geom3
8403507,8403507,1,0,geom3
9575766,9575766,1,0,geom3
8971462,8971462,1,0,geom3
3118993,3119063,71,0,geom3
1919231,1919231,1,0,geom3
9622576,9622576,1,0,geom3
8109304,8109304,1,0,geom3
3027949,3027949,1,0,geom3
8692589,8692589,1,0,geom3
2672104,2672104,1,0,geom3
7199583,7199583,1,0,geom3
4487745,4487842,98,0,geom3
9702381,9702381,1,0,geom3
6025315,6025315,1,0,geom3
4549758,4549758,1,0,geom3
4425753,4425753,1,0,geom3
7481009,7481009,1,0,geom3
5666407,5666407,1,0,geom3
1158368,1158368,1,0,geom3
6853346,6853346,1,0,geom3
1094447,1094447,1,0,geom3
1300754,1300754,1,0,geom3
1047865,1047865,1,0,geom3
5271927,5271927,1,0,geom3
6905122,6905122,1,0,geom3
2837215,2837215,1,0,geom3
9048000,9048000,1,0,geom3
3161999,3161999,1,0,geom3
9615970,9615970,1,0,geom3
7956251,7956251,1,0,geom3
8308244,8308244,1,0,geom3
7489768,7489768,1,0,geom3
4988624,4988624,1,0,geom3
5810365,5810365,1,0,geom3
7691048,7691048,1,0,geom3
8258819,8258819,1,0,geom3
8848444,8848444,1,0,geom3
4201352,4201352,1,0,geom3
1708230,1708230,1,0,geom3
9077847,9077847,1,0,geom3
4536247,4536247,1,0,geom3
6579261,6579261,1,0,geom3
4400793,4400793,1,0,geom3
8109304,8109304,1,0,geom3
8683649,8683649,1,0,geom3
3699952,3699952,1,0,geom3
7978174,7978174,1,0,geom3
3817258,3817258,1,0,geom3
7683243,7683243,1,0,geom3
334562,334562,1,0,geom3
6436170,6436257,88,0,geom3
3599714,3599714,1,0,geom3
4285451,4285451,1,0,geom3
1523936,1523936,1,0,geom3
4973854,4973854,1,0,geom3
8104192,8104192,1,0,geom3
20776,20776,1,0,geom3
9492879,9492879,1,0,geom3
6478896,6478896,1,0,geom3
6236142,6236142,1,0,geom3
9188379,9188379,1,0,geom3
6215905,6215905,1,0,geom3
3849278,3849278,1,0,geom3
4373610,4373610,1,0,geom3
187759,187759,1,0,geom3
7355389,7355389,1,0,geom3
2618018,2618018,1,0,geom3
960023,960023,1,0,geom3
3220789,3220789,1,0,geom3
1105911,1105911,1,0,geom3
1984158,1984225,68,0,geom3
192041,192041,1,0,geom3
6307566,6307566,1,0,geom3
5636406,5636406,1,0,geom3
3846954,3846954,1,0,geom3
1004922,1004922,1,0,geom3
4610311,4610311,1,0,geom3
8224760,8224760,1,0,geom3
9869194,9869194,1,0,geom3
4977227,4977227,1,0,geom3
6456881,6456881,1,0,geom3
2439719,2439719,1,0,geom3
6919205,6919205,1,0,geom3
22959,22959,1,0,geom3
9995856,9995856,1,0,geom3
6520868,6520919,52,0,geom3
9947975,9947975,1,0,geom3
2533941,2533941,1,0,geom3
7775143,7775143,1,0,geom3
5821901,5821914,14,0,geom3
6294960,6294960,1,0,geom3
4230894,4230894,1,0,geom3
401595,401595,1,0,geom3
2439249,2439249,1,0,geom3
8059541,8059541,1,0,geom3
1094447,1094447,1,0,geom3
3359756,3359756,1,0,geom3
8750027,8750027,1,0,geom3
1155730,1155730,1,0,geom3
7783435,7783574,140,0,geom3
8587273,8587285,13,0,geom3
4956730,4956730,1,0,geom3
93720,93720,1,0,geom3
3415997,3415997,1,0,geom3
5590457,5590457,1,0,geom3
1543859,1543859,1,0,geom3
6049333,6049333,1,0,geom3
3301667,3301667,1,0,geom3
6547264,6547264,1,0,geom3
2120341,2120341,1,0,geom3
49342,49342,1,0,geom3
9279034,9279034,1,0,geom3
8713346,8713346,1,0,geom3
6144039,6144039,1,0,geom3
3611564,3611564,1,0,geom3
7472947,7472947,1,0,geom3
3837559,3837559,1,0,geom3
2225930,2225995,66,0,geom3
8420523,8420597,75,0,geom3
8886516,8886516,1,0,geom3
6345247,6345247,1,0,geom3
7017115,7017115,1,0,geom3
1801370,1801370,1,0,geom3
3282844,3282844,1,0,geom3
8284277,8284277,1,0,geom3
5311406,5311406,1,0,geom3
6515457,6515457,1,0,geom3
8020017,8020017,1,0,geom3
3891145,3891145,1,0,geom3
7450049,7450049,1,0,geom3
5340892,5340923,32,0,geom3
3719641,3719641,1,0,geom3
7111657,7111657,1,0,geom3
4260392,4260392,1,0,geom3
5681443,5681443,1,0,geom3
2306773,2306773,1,0,geom3
1369417,1369417,1,0,geom3
7344921,7344921,1,0,geom3
66289,66289,1,0,geom3
9394811,9394811,1,0,geom3
2817242,2817242,1,0,geom3
7980547,7980547,1,0,geom3
4420190,4420190,1,0,geom3
1274369,1274369,1,0,geom3
6861029,6861029,1,0,geom3
3773692,3773692,1,0,geom3
3250639,3250639,1,0,geom3
7248781,7248781,1,0,geom3
4599549,4599549,1,0,geom3
9995856,9995856,1,0,geom3
2631710,2631710,1,0,geom3
1780761,1780761,1,0,geom3
1313559,1313559,1,0,geom3
1151204,1151204,1,0,geom3
134270,134270,1,0,geom3
4631279,4631279,1,0,geom3
4150126,4150126,1,0,geom3
2863303,2863303,1,0,geom3
9831526,9831526,1,0,geom3
1238133,1238133,1,0,geom3
3858816,3858816,1,0,geom3
5317135,5317151,17,0,geom3
1549622,1549622,1,0,geom3
3826451,3826479,29,0,geom3
2761799,2761799,1,0,geom3
4294783,4294783,1,0,geom3
8612001,8612001,1,0,geom3
153528,153528,1,0,geom3
9763450,9763450,1,0,geom3
2948125,2948125,1,0,geom3
9975169,9975192,24,0,geom3
9971118,9971118,1,0,geom3
4132782,4132782,1,0,geom3
3473374,3473374,1,0,geom3
1464394,1464394,1,0,geom3
672470,672470,1,0,geom3
4389575,4389575,1,0,geom3
2045142,2045142,1,0,geom3
9921658,9921658,1,0,geom3
1013897,1013897,1,0,geom3
1649584,1649584,1,0,geom3
2399867,2399867,1,0,geom3
9867100,9867100,1,0,geom3
9814432,9814432,1,0,geom3
5670394,5670476,83,0,geom3
489902,489902,1,0,geom3
4867359,4867359,1,0,geom3
4229582,4229582,1,0,geom3
9235517,9235517,1,0,geom3
324432,324432,1,0,geom3
2151431,2151431,1,0,geom3
785769,785769,1,0,geom3
4949595,4949595,1,0,geom3
4487842,4487842,1,0,geom3
1520634,1520634,1,0,geom3
8111067,8111067,1,0,geom3
3744507,3744507,1,0,geom3
5702993,5702993,1,0,geom3
291488,291576,89,0,geom3
7068112,7068112,1,0,geom3
3961041,3961041,1,0,geom3
7212129,7212129,1,0,geom3
6905001,6905001,1,0,geom3
2217533,2217533,1,0,geom3
2741906,2741906,1,0,geom3
8781280,8781280,1,0,geom3
985983,985983,1,0,geom3
8237712,8237712,1,0,geom3
4555983,4555983,1,0,geom3
5626570,5626570,1,0,geom3
2985688,2985688,1,0,geom3
490018,490018,1,0,geom3
5602566,5602566,1,0,geom3
187759,187759,1,0,geom3
75788,75788,1,0,geom3
5811009,5811009,1,0,geom3
3917557,3917557,1,0,geom3
2746273,2746273,1,0,geom3
5751694,5751694,1,0,geom3
9005996,9005996,1,0,geom3
4870492,4870492,1,0,geom3
3000857,3000857,1,0,geom3
6544281,6544281,1,0,geom3
7477770,7477770,1,0,geom3
4599681,4599681,1,0,geom3
3372693,3372693,1,0,geom3
1708642,1708642,1,0,geom3
9411398,9411398,1,0,geom3
5659894,5659894,1,0,geom3
6062334,6062334,1,0,geom3
5685490,5685490,1,0,geom3
9965216,9965238,23,0,geom3
8812137,8812137,1,0,geom3
963356,963356,1,0,geom3
7800391,7800391,1,0,geom3
6490120,6490120,1,0,geom3
8651682,8651682,1,0,geom3
8801822,8801822,1,0,geom3
3351424,3351424,1,0,geom3
7283211,7283211,1,0,geom3
1766779,1766779,1,0,geom3
7322364,7322364,1,0,geom3
8499713,8499713,1,0,geom3
3854375,3854375,1,0,geom3
1769751,1769751,1,0,geom3
9644726,9644726,1,0,geom3
3282565,3282565,1,0,geom3
4175163,4175163,1,0,geom3
7322578,7322578,1,0,geom3
2381878,2381878,1,0,geom3
8194439,8194439,1,0,geom3
4287741,4287741,1,0,geom3
8090330,8090330,1,0,geom3
9976666,9976666,1,0,geom3
93714,93720,7,0,geom3
1178527,1178527,1,0,geom3
8581020,8581123,104,0,geom3
8184073,8184073,1,0,geom3
5987103,5987103,1,0,geom3
787436,787504,69,0,geom3
38397,38397,1,0,geom3
1723916,1723916,1,0,geom3
8574675,8574675,1,0,geom3
487912,487960,49,0,geom3
3974575,3974575,1,0,geom3
8066754,8066754,1,0,geom3
3892017,3892017,1,0,geom3
8402433,8402433,1,0,geom3
7956251,7956251,1,0,geom3
3119718,3119718,1,0,geom3
6356814,6356814,1,0,geom3
9872291,9872291,1,0,geom3
3432487,3432487,1,0,geom3
8005046,8005046,1,0,geom3
396093,396093,1,0,geom3
48702,48702,1,0,geom3
8466275,8466275,1,0,geom3
3433660,3433660,1,0,geom3
7078948,7078948,1,0,geom3
229060,229060,1,0,geom3
5993790,5993790,1,0,geom3
1600565,1600565,1,0,geom3
6360874,6360874,1,0,geom3
2210179,2210179,1,0,geom3
9566766,9566766,1,0,geom3
9581371,9581371,1,0,geom3
3153998,3153998,1,0,geom3
7316501,7316501,1,0,geom3
7723912,7723912,1,0,geom3
8358099,8358099,1,0,geom3
6034026,6034026,1,0,geom3
4357668,4357668,1,0,geom3
6567164,6567164,1,0,geom3
410469,410469,1,0,geom3
7277354,7277354,1,0,geom3
7293934,7293934,1,0,geom3
809172,809172,1,0,geom3
2291032,2291032,1,0,geom3
5987983,5987983,1,0,geom3
8529336,8529361,26,0,geom3
3026940,3026940,1,0,geom3
1379639,1379639,1,0,geom3
615235,615235,1,0,geom3
1589101,1589101,1,0,geom3
5938562,5938562,1,0,geom3
2433573,2433573,1,0,geom3
483734,483734,1,0,geom3
3355497,3355497,1,0,geom3
6367568,6367568,1,0,geom3
1489269,1489269,1,0,geom3
1227453,1227453,1,0,geom3
4935589,4935589,1,0,geom3
1935266,1935268,3,0,geom3
6480926,6480926,1,0,geom3
2777330,2777330,1,0,geom3
7008979,7008979,1,0,geom3
4710133,4710133,1,0,geom3
8939727,8939727,1,0,geom3
910884,910884,1,0,geom3
2927930,2927930,1,0,geom3
921165,921165,1,0,geom3
1831001,1831001,1,0,geom3
6824773,6824773,1,0,geom3
9013520,9013520,1,0,geom3
6400660,6400660,1,0,geom3
7013486,7013486,1,0,geom3
3026940,3026940,1,0,geom3
7521549,7521549,1,0,geom3
1228375,1228375,1,0,geom3
3349358,3349358,1,0,geom3
8110083,8110083,1,0,geom3
5110145,5110145,1,0,geom3
8772785,8772785,1,0,geom3
5163551,5163551,1,0,geom3
5068321,5068321,1,0,geom3
5201595,5201595,1,0,geom3
3145683,3145683,1,0,geom3
184970,184970,1,0,geom3
5910954,5910954,1,0,geom3
1972852,1972852,1,0,geom3
3438631,3438631,1,0,geom3
8885187,8885187,1,0,geom3
5161285,5161285,1,0,geom3
9050738,9050738,1,0,geom3
5289982,5289982,1,0,geom3
4752334,4752334,1,0,geom3
2357421,2357421,1,0,geom3
5698269,5698269,1,0,geom3
3366448,3366453,6,0,geom3
8319523,8319523,1,0,geom3
6853353,6853353,1,0,geom3
9376121,9376121,1,0,geom3
4840329,4840329,1,0,geom3
313113,313113,1,0,geom3
7885445,7885445,1,0,geom3
2306773,2306773,1,0,geom3
6695091,6695091,1,0,geom3
768060,768060,1,0,geom3
8669528,8669528,1,0,geom3
5081736,5081736,1,0,geom3
6564352,6564352,1,0,geom3
5909245,5909245,1,0,geom3
2347133,2347133,1,0,geom3
5241279,5241279,1,0,geom3
1942289,1942289,1,0,geom3
9898736,9898736,1,0,geom3
3677280,3677280,1,0,geom3
758134,758134,1,0,geom3
9819294,9819294,1,0,geom3
7208652,7208652,1,0,geom3
8153025,8153025,1,0,geom3
4098023,4098023,1,0,geom3
4188137,4188137,1,0,geom3
3779918,3779918,1,0,geom3
1542707,1542707,1,0,geom3
1561210,1561210,1,0,geom3
1413795,1413795,1,0,geom3
4343255,4343255,1,0,geom3
2778687,2778687,1,0,geom3
2388762,2388762,1,0,geom3
5317239,5317239,1,0,geom3
8420480,8420480,1,0,geom3
5703853,5703853,1,0,geom3
8738632,8738637,6,0,geom3
2244422,2244422,1,0,geom3
9558564,9558564,1,0,geom3
7512480,7512485,6,0,geom3
5004014,5004014,1,0,geom3
1903736,1903736,1,0,geom3
7763195,7763195,1,0,geom3
3909704,3909727,24,0,geom3
3892709,3892709,1,0,geom3
4801056,4801056,1,0,geom3
6066363,6066363,1,0,geom3
1625386,1625386,1,0,geom3
6356165,6356165,1,0,geom3
2724179,2724179,1,0,geom3
8157096,8157096,1,0,geom3
3130286,3130286,1,0,geom3
6488974,6488992,19,0,geom3
8818252,8818324,73,0,geom3
4614614,4614615,2,0,geom3
4717035,4717035,1,0,geom3
1830877,1831001,125,0,geom3
777584,777584,1,0,geom3
5562359,5562359,1,0,geom3
9242136,9242136,1,0,geom3
9765645,9765645,1,0,geom3
7550592,7550592,1,0,geom3
9224368,9224368,1,0,geom3
191689,191689,1,0,geom3
5912471,5912471,1,0,geom3
3342116,3342116,1,0,geom3
4333589,4333589,1,0,geom3
288004,288004,1,0,geom3
3925758,3925758,1,0,geom3
7879461,7879461,1,0,geom3
5802225,5802225,1,0,geom3
7108855,7108855,1,0,geom3
7621166,7621166,1,0,geom3
4179424,4179424,1,0,geom3
5088610,5088610,1,0,geom3
1975041,1975041,1,0,geom3
1591698,1591698,1,0,geom3
5367309,5367309,1,0,geom3
8505971,8505971,1,0,geom3
5015752,5015752,1,0,geom3
1135624,1135624,1,0,geom3
1108947,1108947,1,0,geom3
7475560,7475560,1,0,geom3
5646747,5646747,1,0,geom3
4351096,4351096,1,0,geom3
7608848,7608848,1,0,geom3
9014714,9014714,1,0,geom3
5050865,5050865,1,0,geom3
1581877,1581877,1,0,geom3
134529,134529,1,0,geom3
6758664,6758706,43,0,geom3
5491999,5491999,1,0,geom3
5644783,5644783,1,0,geom3
9538699,9538699,1,0,geom3
7049106,7049106,1,0,geom3
417094,417094,1,0,geom3
4884725,4884725,1,0,geom3
5330983,5330983,1,0,geom3
8109535,8109535,1,0,geom3
2950171,2950171,1,0,geom3
3588356,3588356,1,0,geom3
2128276,2128276,1,0,geom3
8341872,8341872,1,0,geom3
3453966,3453966,1,0,geom3
623418,623418,1,0,geom3
5847402,5847402,1,0,geom3
7108298,7108298,1,0,geom3
4020869,4020869,1,0,geom3
7986314,7986407,94,0,geom3
4466659,4466659,1,0,geom3
6524593,6524593,1,0,geom3
3846954,3846954,1,0,geom3
3681708,3681708,1,0,geom3
8628075,8628075,1,0,geom3
4536995,4536995,1,0,geom3
4819433,4819433,1,0,geom3
8365066,8365066,1,0,geom3
8660736,8660736,1,0,geom3
1046722,1046722,1,0,geom3
7389459,7389459,1,0,geom3
2778870,2778870,1,0,geom3
4274861,4274861,1,0,geom3
8218371,8218371,1,0,geom3
1861720,1861720,1,0,geom3
9334294,9334294,1,0,geom3
426966,426966,1,0,geom3
402457,402457,1,0,geom3
1921929,1921929,1,0,geom3
6188040,6188040,1,0,geom3
7271532,7271532,1,0,geom3
750085,750085,1,0,geom3
8344024,8344024,1,0,geom3
7672747,7672747,1,0,geom3
3825502,3825502,1,0,geom3
999815,999815,1,0,geom3
8996381,8996381,1,0,geom3
4083817,4083817,1,0,geom3
2877580,2877580,1,0,geom3
3531943,3531943,1,0,geom3
6893232,6893232,1,0,geom3
7243400,7243400,1,0,geom3
8646108,8646108,1,0,geom3
3425288,3425288,1,0,geom3
5915631,5915631,1,0,geom3
6305647,6305647,1,0,geom3
1452979,1452979,1,0,geom3
5102717,5102717,1,0,geom3
9733661,9733661,1,0,geom3
6401140,6401140,1,0,geom3
9250764,9250764,1,0,geom3
998543,998543,1,0,geom3
4963166,4963166,1,0,geom3
9195292,9195292,1,0,geom3
93173,93173,1,0,geom3
8534352,8534352,1,0,geom3
7952605,7952605,1,0,geom3
7801924,7801924,1,0,geom3
4610185,4610185,1,0,geom3
7723381,7723381,1,0,geom3
1499103,1499103,1,0,geom3
9033237,9033282,46,0,geom3
3688140,3688140,1,0,geom3
9436470,9436470,1,0,geom3
2236125,2236125,1,0,geom3
6182139,6182139,1,0,geom3
9241470,9241470,1,0,geom3
2245913,2245913,1,0,geom3
2500108,2500234,127,0,geom3
7604191,7604191,1,0,geom3
6398606,6398606,1,0,geom3
2471579,2471579,1,0,geom3
2641954,2641954,1,0,geom3
40940,40940,1,0,geom3
5130889,5130889,1,0,geom3
8049715,8049715,1,0,geom3
6971304,6971304,1,0,geom3
6524064,6524064,1,0,geom3
4227652,4227695,44,0,geom3
1944693,1944693,1,0,geom3
4076291,4076291,1,0,geom3
3137010,3137010,1,0,geom3
9285369,9285369,1,0,geom3
8338424,8338424,1,0,geom3
9917201,9917201,1,0,geom3
4274861,4274861,1,0,geom3
8498492,8498492,1,0,geom3
353202,353323,122,0,geom3
3409068,3409068,1,0,geom3
7701511,7701511,1,0,geom3
3961041,3961041,1,0,geom3
8559659,8559659,1,0,geom3
4483783,4483783,1,0,geom3
9770665,9770665,1,0,geom3
2875459,2875459,1,0,geom3
6295592,6295592,1,0,geom3
7737776,7737776,1,0,geom3
9626908,9626908,1,0,geom3
4717035,4717035,1,0,geom3
6400608,6400660,53,0,geom3
2637261,2637261,1,0,geom3
2226346,2226346,1,0,geom3
2126710,2126710,1,0,geom3
7030449,7030449,1,0,geom3
6495247,6495247,1,0,geom3
8764985,8764985,1,0,geom3
834162,834162,1,0,geom3
5382247,5382247,1,0,geom3
7038752,7038752,1,0,geom3
9095212,9095264,53,0,geom3
7879461,7879461,1,0,geom3
1490878,1490878,1,0,geom3
854615,854615,1,0,geom3
5263934,5263934,1,0,geom3
5159064,5159064,1,0,geom3
7048577,7048577,1,0,geom3
5542406,5542406,1,0,geom3
3671713,3671747,35,0,geom3
7116302,7116302,1,0,geom3
8465816,8465821,6,0,geom3
8761414,8761414,1,0,geom3
6606954,6606954,1,0,geom3
1313203,1313203,1,0,geom3
3836784,3836784,1,0,geom3
9569565,9569565,1,0,geom3
9611405,9611405,1,0,geom3
3246189,3246191,3,0,geom3
3196663,3196677,15,0,geom3
3354571,3354571,1,0,geom3
2672104,2672104,1,0,geom3
3848761,3848761,1,0,geom3
2297151,2297151,1,0,geom3
3157423,3157423,1,0,geom3
5941593,5941593,1,0,geom3
7200539,7200539,1,0,geom3
7355724,7355724,1,0,geom3
7525008,7525008,1,0,geom3
4712601,4712601,1,0,geom3
4708736,4708736,1,0,geom3
2164436,2164436,1,0,geom3
2606520,2606520,1,0,geom3
